1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,13,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.1,1,1,2017-05-30T06:27:02.410Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,12,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.1,1,1,2017-05-30T06:27:02.715Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,14,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.8,1,1,2017-05-30T06:27:08.518Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,14,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.8,1,1,2017-05-30T06:27:09.712Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,13,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.8,1,1,2017-05-30T06:27:10.983Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,13,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.3,1,1,2017-05-30T06:27:11.686Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,12,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.3,1,1,2017-05-30T06:27:11.979Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,11,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.3,1,1,2017-05-30T06:27:12.454Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,11,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.3,1,1,2017-05-30T06:27:12.724Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,13,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,22.4,1,1,2017-05-30T06:27:15.923Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,14,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.6,1,1,2017-05-30T06:27:22.158Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,13,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.6,1,1,2017-05-30T06:27:23.155Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,13,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.3,1,1,2017-05-30T06:27:23.789Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,12,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.3,1,1,2017-05-30T06:27:24.627Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,13,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.3,1,1,2017-05-30T06:27:25.627Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,12,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.3,1,1,2017-05-30T06:27:25.995Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,12,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,22.4,1,1,2017-05-30T06:27:27.705Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,13,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,22.4,1,1,2017-05-30T06:27:28.697Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,14,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,22.4,1,1,2017-05-30T06:27:32.306Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,14,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,22.4,1,1,2017-05-30T06:27:34.198Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,14,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.4,1,1,2017-05-30T06:27:39.970Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,14,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.1,1,1,2017-05-30T06:27:41.930Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,14,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,22.4,1,1,2017-05-30T06:27:52.039Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,14,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,22.4,1,1,2017-05-30T06:27:57.615Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,13,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,22.4,1,1,2017-05-30T06:27:57.921Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,14,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.8,1,1,2017-05-30T06:28:03.031Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,13,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.5,1,1,2017-05-30T06:28:03.920Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,14,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.5,1,1,2017-05-30T06:28:06.744Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,13,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,22.2,1,1,2017-05-30T06:28:07.730Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,13,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,22.2,1,1,2017-05-30T06:28:08.781Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,14,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,22.2,1,1,2017-05-30T06:28:10.715Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,13,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,22.2,1,1,2017-05-30T06:28:11.178Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,13,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.9,1,1,2017-05-30T06:28:12.298Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,13,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.9,1,1,2017-05-30T06:28:13.304Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,12,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.9,1,1,2017-05-30T06:28:13.507Z,11
1,8ZDIFjk2kbzqpw5FjDq8F2cU2kF7GQcx7hWWNr43Uxc=,200,11,DaywOe3qbtT3C8wBBSV+zBOH55DVz40L6PH1/1p9xCM=,14193,21.9,1,1,2017-05-30T06:28:13.759Z,11
